carat,cut,color,clarity,price,x
1.54,Premium,G,VS2,12308,7.46
0.42,Ideal,E,VS1,1105,4.8
0.94,Premium,F,SI2,3456,6.23
0.55,Ideal,G,VVS2,2129,5.25
0.75,Premium,H,VS2,2484,5.9
1.21,Ideal,G,VS2,8001,6.83
1.01,Ideal,G,VS1,6794,6.48
0.9,Ideal,G,VS1,4460,6.27
1.07,Ideal,F,VS1,7850,6.58
1.53,Very Good,H,SI1,10473,7.3
0.38,Ideal,G,SI1,855,4.67
0.99,Ideal,F,SI1,5728,6.3
1.5,Very Good,E,VS1,15957,7.45
0.7,Ideal,D,SI1,2726,5.68
0.42,Ideal,G,VVS2,1103,4.81
1.07,Ideal,H,SI2,4314,6.7
1.01,Ideal,E,VVS1,10887,6.38
1.01,Premium,E,VS2,6697,6.49
0.76,Very Good,F,SI1,2770,5.79
1.06,Ideal,F,VVS2,9118,6.54
0.55,Ideal,D,VVS2,3468,5.26
0.39,Ideal,D,VS1,1095,4.67
0.31,Ideal,E,VS2,872,4.4
0.33,Very Good,D,VVS1,920,4.39
1.0,Ideal,F,VVS2,9354,6.47
0.5,Very Good,F,SI1,1250,5.04
0.32,Ideal,E,SI1,516,4.38
1.0,Premium,E,SI2,4077,6.43
0.55,Ideal,F,VS2,1819,5.31
0.7,Good,E,SI1,2496,5.61
0.7,Ideal,D,SI2,2575,5.75
0.64,Very Good,G,SI1,1665,5.49
1.83,Ideal,E,SI2,13254,7.82
0.23,Ideal,E,VS2,423,3.88
0.35,Very Good,E,VS1,885,4.54
0.82,Ideal,E,SI2,3012,6.0
0.55,Premium,D,SI1,1698,5.28
0.5,Fair,H,VS2,1332,5.24
1.06,Ideal,G,SI1,5342,6.54
0.31,Ideal,D,VS2,656,4.38
1.01,Premium,H,SI2,3733,6.51
0.7,Premium,F,VVS1,3348,5.67
0.3,Premium,G,VS1,776,4.32
1.24,Ideal,J,VS2,5451,6.83
0.32,Ideal,D,VVS1,1140,4.41
0.33,Premium,G,VS1,666,4.42
1.01,Good,E,SI2,4285,6.29
1.6,Premium,G,VVS1,17360,7.58
0.32,Very Good,G,VS1,645,4.35
0.51,Ideal,E,VVS1,3197,5.13
0.71,Ideal,E,SI1,2329,5.78
1.52,Premium,G,VS2,13282,7.39
1.4,Very Good,G,VS2,10378,7.09
0.3,Premium,G,VS1,776,4.33
1.0,Premium,D,VS2,6776,6.41
0.5,Ideal,D,SI1,1610,5.08
0.32,Ideal,E,VS2,702,4.41
1.0,Very Good,F,VS1,7204,6.4
0.71,Premium,G,VS2,2803,5.81
0.9,Very Good,H,VS1,4324,6.08
1.07,Very Good,H,VS2,5254,6.57
0.9,Very Good,E,VS1,4449,6.08
1.05,Premium,F,SI2,4363,6.58
1.04,Premium,H,SI1,4980,6.47
0.3,Ideal,F,VS2,601,4.28
1.05,Ideal,H,SI2,3234,6.59
0.82,Ideal,D,SI1,4113,5.99
0.4,Premium,G,SI1,900,4.74
0.27,Very Good,D,VS1,470,4.1
1.0,Premium,H,SI1,4788,6.37
2.1,Good,H,SI1,12121,8.1
0.39,Ideal,G,VVS2,952,4.69
1.26,Ideal,H,VS1,7691,7.01
0.4,Ideal,F,VVS2,1015,4.75
0.8,Very Good,J,VS1,2487,5.91
1.18,Premium,J,SI1,4460,6.82
0.49,Premium,F,SI1,1179,5.2
1.01,Very Good,G,VS2,6406,6.42
1.03,Very Good,G,SI2,3755,6.35
0.35,Very Good,D,VS1,771,4.48
0.32,Very Good,G,IF,954,4.39
0.78,Very Good,E,VS1,3564,5.94
1.02,Ideal,H,SI1,5257,6.49
0.51,Very Good,G,VS1,1656,5.08
0.42,Premium,F,SI1,773,4.83
0.58,Ideal,G,VS2,1761,5.45
0.72,Ideal,G,SI2,2068,5.73
1.29,Fair,G,I1,4277,6.82
0.9,Ideal,H,VS2,4044,6.15
1.6,Premium,G,VVS2,16068,7.51
0.37,Good,D,VS1,825,4.67
0.31,Very Good,H,VVS1,651,4.33
0.53,Ideal,H,VVS1,1842,5.25
0.77,Ideal,G,VS1,3176,5.89
1.04,Ideal,G,VS1,7951,6.47
1.05,Premium,G,SI2,4618,6.47
0.33,Ideal,E,VVS1,1207,4.44
1.5,Ideal,E,SI1,11489,7.4
1.01,Very Good,E,SI2,3857,6.49
0.32,Premium,I,VS1,648,4.47
1.02,Ideal,E,SI1,5840,6.44
0.57,Ideal,H,VS1,1720,5.34
0.35,Ideal,J,IF,569,4.58
0.74,Ideal,J,VVS2,2106,5.83
0.32,Ideal,E,VS1,758,4.38
0.42,Premium,D,SI2,898,4.88
0.57,Good,G,VS2,1613,5.28
0.45,Good,F,VS1,1144,5.0
1.0,Premium,I,SI1,4200,6.54
0.71,Good,F,SI2,2282,5.58
0.34,Ideal,D,VVS1,1211,4.5
0.27,Ideal,H,SI1,393,4.13
1.04,Very Good,G,VS1,6669,6.39
0.55,Ideal,G,VS1,2132,5.27
0.41,Ideal,G,VVS1,1055,4.75
1.2,Premium,E,VVS2,12787,6.83
1.19,Very Good,J,SI2,4329,6.7
0.31,Ideal,G,IF,924,4.31
0.3,Ideal,E,VS2,844,4.36
1.03,Ideal,I,SI2,3925,6.46
0.51,Premium,G,VS2,1438,5.11
1.0,Premium,E,SI1,5322,6.56
0.32,Ideal,G,VS1,665,4.43
1.08,Good,E,SI1,5575,6.71
0.31,Ideal,D,VS2,626,4.36
1.2,Ideal,G,VS1,8442,6.77
0.41,Good,I,VS1,754,4.79
0.54,Very Good,E,VS2,1426,5.26
1.28,Ideal,E,VS1,11419,6.93
0.52,Ideal,G,VS1,1665,5.16
0.63,Ideal,F,VS1,2644,5.46
0.32,Very Good,I,VS2,449,4.33
1.5,Ideal,H,VS1,12702,7.29
1.35,Ideal,G,I1,4643,7.04
1.06,Very Good,F,SI1,5491,6.61
1.2,Premium,F,VS1,8669,6.79
0.41,Ideal,E,SI1,755,4.76
0.35,Ideal,E,VVS2,849,4.54
1.0,Premium,F,SI1,5292,6.43
1.22,Ideal,J,SI1,5192,6.91
1.02,Premium,F,SI1,5686,6.45
0.5,Very Good,F,VS1,1710,5.06
0.7,Very Good,H,SI1,2107,5.67
0.53,Ideal,F,VVS2,2175,5.19
0.71,Ideal,G,VVS2,3095,5.7
0.71,Very Good,I,SI1,1926,5.73
0.34,Very Good,G,SI1,507,4.45
0.32,Ideal,G,VS1,645,4.35
0.54,Ideal,E,VS2,1847,5.26
0.4,Good,E,VVS2,981,4.82
0.74,Very Good,J,VS1,2170,5.75
1.01,Premium,F,SI2,4497,6.45
1.52,Premium,G,VS1,14424,7.4
0.3,Very Good,H,VVS1,878,4.31
0.36,Very Good,F,VVS2,872,4.58
0.4,Premium,E,VS2,975,4.75
0.27,Ideal,H,SI1,383,4.17
0.59,Very Good,J,VS2,1287,5.35
2.42,Premium,J,VS2,17168,8.61
0.31,Premium,G,VS1,625,4.35
0.93,Fair,G,SI1,3358,6.14
0.43,Ideal,H,SI1,919,4.86
1.22,Premium,F,VS2,8417,6.96
2.02,Good,I,VS1,17533,8.13
0.51,Ideal,H,VS2,1385,5.14
0.76,Very Good,E,SI1,2668,5.76
1.04,Premium,E,SI2,3914,6.52
0.96,Fair,H,I1,1637,6.22
1.01,Very Good,J,SI2,3462,6.3
1.01,Premium,D,VS1,7575,6.4
1.22,Premium,I,SI1,5368,6.8
0.91,Fair,F,SI2,3210,6.08
1.63,Ideal,I,VVS2,12174,7.49
0.57,Ideal,H,VS1,1554,5.36
0.33,Very Good,D,SI1,728,4.46
0.34,Ideal,G,IF,1084,4.48
2.05,Premium,J,VS1,14973,8.09
0.7,Very Good,H,SI1,2107,5.64
1.74,Ideal,H,VS2,13761,7.79
1.03,Very Good,F,SI2,4414,6.43
2.01,Premium,H,SI2,16499,8.12
1.03,Ideal,G,SI1,5518,6.48
0.57,Premium,J,VS1,1606,5.34
0.41,Good,F,SI1,904,4.74
1.51,Fair,H,SI1,9386,7.17
1.1,Premium,J,SI2,3726,6.74
0.3,Premium,I,SI1,506,4.37
0.7,Ideal,I,VS1,2163,5.63
2.07,Premium,J,SI1,13731,8.23
0.91,Premium,H,VS2,4128,6.33
0.43,Premium,E,VVS1,1433,4.92
0.72,Ideal,E,VS2,2691,5.76
2.2,Good,H,SI2,13919,8.21
1.04,Good,F,VS2,6606,6.34
0.26,Ideal,E,VVS1,657,4.09
1.06,Ideal,E,VS2,7788,6.59
0.78,Very Good,I,SI2,2132,5.82
1.23,Ideal,H,SI2,6199,6.85
1.02,Very Good,G,SI2,4501,6.37
2.06,Premium,G,SI2,16587,8.15
0.82,Very Good,E,SI2,2975,5.99
1.5,Premium,E,VS2,14386,7.41
0.9,Very Good,G,SI2,2857,6.08
0.54,Ideal,D,SI1,1662,5.25
1.02,Very Good,E,SI1,5245,6.3
0.9,Ideal,H,VS1,4592,6.17
0.5,Ideal,F,VVS2,1912,5.12
0.31,Ideal,H,IF,1081,4.42
0.74,Ideal,I,VVS1,2715,5.77
1.0,Good,F,SI2,4155,6.33
0.53,Ideal,F,VS2,1650,5.16
0.35,Very Good,E,VS2,767,4.59
1.53,Ideal,G,VVS2,15365,7.44
0.54,Ideal,I,VS1,1304,5.24
0.41,Very Good,G,VS2,827,4.7
0.7,Fair,I,SI2,1625,5.46
0.77,Very Good,I,VS1,2682,5.83
0.59,Good,I,VS2,1294,5.33
0.3,Premium,E,SI1,675,4.29
0.43,Ideal,J,VS1,679,4.84
0.43,Ideal,G,IF,1280,4.81
0.5,Very Good,E,VS2,1568,5.01
0.4,Ideal,E,VVS1,1397,4.72
0.73,Premium,I,VVS2,2496,5.73
1.52,Premium,H,VS2,11105,7.45
2.16,Premium,J,SI1,14328,8.41
0.3,Ideal,G,IF,956,4.3
0.33,Ideal,F,SI2,450,4.44
1.55,Very Good,H,VS2,10546,7.38
0.72,Ideal,I,VVS2,2594,5.69
1.2,Good,E,VS2,5914,6.71
1.5,Premium,E,SI2,7560,7.34
1.24,Ideal,H,VS1,8719,6.91
0.36,Good,E,SI2,505,4.52
1.69,Premium,G,VVS2,15889,7.59
0.3,Ideal,F,IF,886,4.34
0.77,Ideal,D,SI2,2922,5.95
0.9,Ideal,E,SI2,3599,6.23
1.03,Premium,D,SI1,5410,6.47
1.5,Premium,G,SI2,6720,7.55
0.36,Ideal,E,VS2,1013,4.63
1.54,Premium,F,VS2,14578,7.43
0.7,Very Good,I,SI2,1775,5.66
0.52,Very Good,D,VS2,1828,5.16
0.55,Ideal,G,VS2,1634,5.33
1.02,Very Good,H,SI1,4476,6.44
1.63,Ideal,F,I1,7229,7.57
1.06,Ideal,G,VS2,6890,6.54
0.55,Very Good,H,VS2,1548,5.28
0.9,Premium,I,VS2,3276,6.35
1.1,Very Good,I,SI1,3573,6.55
0.92,Fair,I,VS2,3033,6.13
1.09,Premium,I,VS2,4659,6.63
0.39,Very Good,J,VS2,746,4.63
0.34,Ideal,D,IF,2346,4.52
2.01,Very Good,J,VS1,12845,8.16
0.32,Very Good,F,VS2,645,4.33
0.7,Very Good,E,SI1,2643,5.61
0.71,Premium,H,SI2,2028,5.7
0.36,Ideal,D,SI1,794,4.54
0.31,Ideal,G,SI1,593,4.38
0.4,Ideal,I,VVS2,1240,4.76
0.7,Premium,F,VS2,2762,5.65
0.96,Fair,I,SI2,2540,6.07
1.06,Very Good,G,VVS2,7695,6.56
0.94,Very Good,G,VS2,4488,6.1
0.71,Good,I,VS2,1840,5.61
0.31,Good,D,SI1,571,4.32
0.5,Ideal,G,VVS1,1897,5.08
0.38,Premium,D,SI2,812,4.68
0.32,Premium,F,VS2,645,4.38
2.12,Premium,J,SI2,12140,8.21
1.21,Premium,G,VVS2,9541,7.06
1.5,Ideal,I,VS1,9900,7.32
1.5,Very Good,J,VVS2,7840,7.22
1.11,Premium,H,SI2,4973,6.6
0.59,Premium,H,VVS2,1886,5.42
0.93,Premium,J,SI2,2807,6.21
1.17,Very Good,F,VS2,7432,6.71
0.34,Ideal,D,VS2,923,4.49
1.71,Premium,H,SI2,10687,7.67
0.32,Ideal,E,VVS1,879,4.38
1.52,Ideal,F,SI2,9057,7.45
0.8,Premium,H,SI2,2409,5.92
0.53,Very Good,E,VVS2,2043,5.12
0.31,Ideal,G,VS2,544,4.3
0.72,Premium,F,SI1,2742,5.85
0.7,Premium,E,VS2,2496,5.78
0.9,Good,D,SI2,3806,6.09
0.41,Ideal,F,SI1,755,4.7
0.36,Ideal,D,VS1,781,4.54
0.3,Very Good,F,VS2,524,4.28
0.9,Good,G,SI1,3816,6.08
1.11,Ideal,G,IF,10053,6.71
0.7,Good,F,VS1,2877,5.82
1.0,Good,E,VS2,6272,6.31
1.0,Good,H,SI2,4125,6.31
1.31,Very Good,H,VS2,7415,6.96
0.7,Premium,D,VS2,2909,5.71
0.7,Very Good,E,SI1,2575,5.63
0.74,Very Good,F,SI1,2715,5.71
1.01,Premium,F,VS2,5988,6.36
0.3,Ideal,H,VS1,526,4.24
2.01,Fair,G,VS2,17917,7.7
0.71,Premium,H,VS1,2572,5.73
1.65,Premium,G,I1,6912,7.57
1.22,Premium,D,VS2,9756,6.79
0.31,Ideal,G,VS2,652,4.34
0.54,Ideal,F,VS2,1786,5.2
1.0,Good,E,SI1,5345,6.59
0.23,Very Good,D,VS2,362,3.86
0.52,Ideal,D,VS2,1822,5.15
0.57,Premium,D,VS1,2360,5.38
0.39,Ideal,F,VVS2,988,4.7
0.33,Ideal,E,VVS2,814,4.45
2.01,Ideal,I,SI1,17126,8.27
0.53,Ideal,D,SI1,1706,5.24
2.02,Premium,I,VS2,13068,8.29
0.32,Ideal,F,VS1,876,4.44
0.9,Premium,F,SI2,3556,6.19
0.3,Premium,G,VVS2,878,4.27
0.43,Ideal,G,VVS2,1129,4.86
1.2,Very Good,H,VVS1,6672,6.75
2.3,Ideal,I,VS2,18190,8.45
0.53,Premium,F,VS2,2290,5.26
1.2,Very Good,H,SI2,5221,6.67
0.9,Good,G,SI1,4008,6.04
0.36,Ideal,D,SI1,663,4.55
0.6,Premium,F,SI2,1378,5.55
1.01,Premium,F,VS1,7507,6.43
0.3,Ideal,F,VVS1,1041,4.33
0.91,Premium,E,VS1,5167,6.23
1.0,Fair,D,VVS2,10562,6.37
0.32,Ideal,E,VS2,900,4.46
1.04,Premium,G,SI1,5017,6.57
0.51,Very Good,D,SI1,1562,5.12
1.01,Premium,H,VS2,4959,6.44
1.57,Ideal,G,SI1,11596,7.43
1.51,Premium,H,VS2,11540,7.35
2.01,Very Good,I,VS1,18041,7.94
1.2,Premium,H,SI2,5040,6.81
0.53,Ideal,I,VS1,1383,5.21
2.2,Premium,I,VS2,17905,8.63
0.65,Ideal,D,VVS1,4022,5.54
0.5,Premium,D,SI1,1654,5.07
0.56,Ideal,E,VS1,2010,5.29
1.01,Ideal,D,VVS2,12996,6.44
0.52,Ideal,E,VS2,1947,5.2
1.13,Very Good,F,SI1,5584,6.66
0.79,Premium,D,SI2,2853,6.07
0.52,Premium,E,SI2,1229,5.18
0.44,Very Good,G,SI1,772,4.83
0.41,Ideal,G,SI2,648,4.76
1.01,Premium,F,VS1,7792,6.45
0.9,Very Good,H,SI2,3250,6.38
1.12,Good,F,VS2,6925,6.59
0.32,Good,I,SI1,421,4.3
0.73,Ideal,D,SI2,2770,5.92
0.4,Ideal,G,VVS1,1043,4.75
0.3,Ideal,H,VS2,491,4.32
0.24,Premium,E,VVS1,710,4.03
0.39,Ideal,E,VS2,875,4.73
0.52,Very Good,G,VVS1,2040,5.13
1.25,Very Good,J,SI1,4702,6.83
1.17,Very Good,D,SI2,6062,6.72
0.36,Ideal,D,VS2,1094,4.61
1.0,Ideal,G,VVS1,8366,6.43
1.12,Premium,E,SI2,5620,6.73
1.2,Fair,I,I1,3011,6.77
0.34,Ideal,G,SI1,531,4.49
2.04,Very Good,I,VS2,16874,8.09
1.53,Premium,H,SI2,6512,7.46
0.25,Very Good,E,VVS2,533,4.03
0.71,Good,D,SI2,2015,5.9
0.32,Ideal,H,VS1,524,4.39
1.5,Premium,D,SI1,11489,7.44
0.6,Ideal,F,VS1,2201,5.4
0.39,Premium,J,VVS1,921,4.71
0.54,Ideal,G,VS1,1957,5.25
0.91,Good,H,SI1,3323,6.09
0.43,Premium,D,SI1,796,4.79
1.52,Premium,D,SI2,9561,7.42
0.72,Ideal,E,SI1,3409,5.77
2.06,Ideal,F,SI2,15970,8.19
0.7,Good,E,VS1,3148,5.79
0.45,Premium,I,SI2,830,4.96
0.4,Ideal,H,SI2,540,4.75
1.11,Premium,D,VS2,6579,6.77
1.32,Very Good,H,SI1,7119,7.02
0.61,Ideal,H,VS1,2053,5.51
1.11,Ideal,I,SI1,4273,6.6
1.02,Premium,F,SI1,5089,6.4
0.82,Ideal,G,VS1,3880,5.99
0.4,Very Good,G,SI1,702,4.78
0.52,Premium,G,SI2,1196,5.31
0.3,Very Good,G,VVS2,878,4.23
1.36,Premium,I,VS1,7592,7.1
0.41,Very Good,G,VS1,976,4.83
2.21,Ideal,G,SI2,15948,8.47
0.32,Good,E,VS2,780,4.6
1.1,Ideal,E,SI2,5359,6.66
1.02,Good,E,SI2,4712,6.41
0.73,Very Good,H,VS1,2641,5.74
0.3,Ideal,E,VS2,844,4.34
0.29,Very Good,G,VS2,471,4.27
0.42,Very Good,D,VS1,1066,4.81
0.53,Very Good,E,VS2,1647,5.3
0.35,Very Good,H,VS2,552,4.57
1.51,Premium,G,SI1,10020,7.31
1.01,Premium,G,VS1,6221,6.31
0.3,Ideal,G,SI2,422,4.28
0.4,Ideal,G,SI1,701,4.73
0.79,Ideal,D,SI1,3328,5.96
1.2,Very Good,F,VS2,8870,6.73
0.26,Very Good,F,VVS2,597,4.11
0.4,Premium,E,VS1,1125,4.67
0.51,Premium,E,VS2,1781,5.15
0.53,Ideal,F,VVS2,2290,5.22
0.31,Very Good,E,SI1,544,4.42
0.4,Ideal,H,VS2,725,4.73
0.7,Ideal,G,VS1,2573,5.74
1.02,Ideal,D,IF,15575,6.39
0.7,Good,J,SI2,1824,5.74
0.7,Premium,F,VS2,2717,5.66
0.55,Ideal,E,SI1,1609,5.21
0.5,Good,F,SI1,1223,5.07
1.11,Very Good,I,SI2,4075,6.59
0.96,Very Good,D,SI2,3419,6.36
0.9,Premium,G,SI1,2830,6.21
0.57,Ideal,E,VS2,2202,5.39
0.81,Ideal,E,VVS2,5373,5.97
1.03,Very Good,J,SI2,3729,6.64
0.41,Ideal,D,VS1,1151,4.8
1.69,Ideal,D,SI1,15011,7.69
0.64,Very Good,E,VVS2,3541,5.51
0.31,Very Good,D,SI1,732,4.31
1.03,Ideal,D,SI2,4679,6.51
1.64,Ideal,E,SI1,9801,7.67
0.53,Very Good,E,SI1,1432,5.12
1.51,Premium,H,VS2,10951,7.5
0.36,Ideal,H,VS1,810,4.6
0.56,Very Good,H,VS1,1688,5.35
0.41,Premium,E,SI1,969,4.75
1.55,Ideal,J,VS1,8548,7.52
0.7,Ideal,F,VS2,2573,5.7
0.9,Premium,I,SI1,2861,6.09
0.37,Very Good,F,VS2,696,4.63
0.35,Premium,J,VS1,949,5.67
0.3,Ideal,H,VVS2,605,4.25
1.51,Good,F,SI2,7695,7.24
1.59,Very Good,J,VS1,8515,7.56
0.35,Ideal,F,VS2,747,4.55
1.01,Very Good,I,VS2,4438,6.53
2.29,Ideal,J,SI2,13726,8.4
0.51,Very Good,G,IF,2084,5.25
0.51,Good,E,SI1,1624,5.1
1.06,Ideal,H,SI1,5143,6.56
0.3,Good,I,VS1,473,4.2
0.3,Ideal,D,SI1,552,4.31
0.3,Premium,I,IF,810,4.34
0.71,Very Good,J,SI2,1764,5.67
0.7,Good,D,VS2,3033,5.56
1.01,Very Good,F,VVS2,8922,6.44
0.36,Very Good,D,VS2,780,4.48
1.24,Premium,I,SI2,4375,6.88
0.77,Ideal,D,SI1,2949,5.81
0.41,Ideal,D,VS1,1427,4.8
0.48,Ideal,G,IF,1791,5.03
0.36,Ideal,D,SI1,713,4.57
0.82,Very Good,I,SI1,2602,5.94
0.71,Ideal,I,VS2,2272,5.73
0.7,Good,H,VVS2,2699,5.77
1.52,Ideal,D,VS2,15922,7.36
0.33,Ideal,H,VVS2,633,4.48
0.34,Premium,H,VS1,765,4.48
1.03,Ideal,F,VVS1,9881,6.56
0.9,Premium,D,SI2,3579,6.28
0.33,Premium,J,VS2,450,4.53
1.7,Premium,F,VS2,13737,7.54
0.34,Premium,D,SI1,803,4.57
0.35,Good,E,VS1,663,4.49
0.23,Very Good,E,VVS2,485,3.88
0.38,Ideal,E,VVS2,1100,4.63
1.2,Very Good,H,SI1,6019,6.74
0.51,Ideal,G,VS1,1656,5.1
1.12,Ideal,I,SI1,4829,6.69
0.28,Ideal,H,VVS2,514,4.22
0.3,Ideal,E,VVS1,918,4.36
0.56,Very Good,H,VVS2,1723,5.39
0.53,Very Good,G,VVS2,1724,5.24
1.57,Ideal,G,SI1,11702,7.49
0.7,Good,D,SI2,2583,5.78
0.33,Ideal,F,IF,1240,4.47
0.32,Ideal,E,VS2,702,4.39
1.26,Ideal,G,VVS2,10556,7.05
0.7,Premium,F,SI1,2333,5.65
2.3,Premium,J,SI1,12499,8.61
1.5,Ideal,I,I1,5510,7.39
0.92,Ideal,E,SI2,4871,6.21
0.72,Ideal,F,VS1,3265,5.76
0.3,Very Good,I,VVS1,552,4.32
0.27,Ideal,E,VS2,470,4.15
0.52,Ideal,H,IF,2441,5.19
0.29,Premium,E,SI1,548,4.34
2.05,Ideal,G,SI1,18787,8.1
1.0,Very Good,I,VS2,5020,6.35
0.51,Ideal,F,VVS2,2054,5.18
0.55,Ideal,D,VS1,1990,5.26
0.23,Very Good,F,VVS2,530,3.94
0.6,Good,J,VS1,1306,5.5
0.23,Very Good,F,VVS1,583,3.92
0.71,Premium,G,VS2,2515,5.81
0.57,Ideal,F,VS2,1637,5.45
0.41,Ideal,D,SI2,841,4.77
1.01,Ideal,F,VVS2,8688,6.52
0.57,Premium,E,SI2,1320,5.36
0.26,Ideal,H,VS1,482,4.12
1.59,Premium,H,VS2,11437,7.48
1.2,Very Good,H,I1,3696,6.96
1.55,Ideal,E,SI1,13291,7.4
0.32,Ideal,G,VS2,720,4.41
0.7,Good,F,SI1,2161,5.61
1.58,Premium,I,VS1,10618,7.52
0.9,Fair,G,I1,1939,6.05
0.71,Very Good,E,VVS2,3376,5.7
0.43,Good,H,VVS1,1000,4.91
0.31,Very Good,H,VS1,544,4.31
1.34,Ideal,G,VS2,9401,7.1
0.3,Ideal,G,VVS1,764,4.33
0.36,Ideal,F,SI1,551,4.57
0.9,Premium,H,VS2,4032,6.26
1.01,Very Good,J,SI2,3088,6.35
0.54,Very Good,G,SI1,1241,5.17
0.3,Ideal,G,VVS2,684,4.29
0.33,Premium,H,VVS2,854,4.45
0.37,Premium,E,VS2,1041,4.58
1.02,Fair,I,SI1,2856,6.84
1.18,Ideal,G,VS2,7439,6.8
1.02,Premium,D,SI1,5998,6.42
1.13,Ideal,I,VS1,6980,6.67
0.41,Ideal,H,SI1,683,4.77
0.32,Ideal,D,SI1,589,4.37
1.04,Premium,H,VVS2,6278,6.66
1.51,Very Good,I,SI1,8214,7.19
1.15,Ideal,F,VVS2,10757,6.69
0.23,Very Good,E,VVS2,505,3.9
0.31,Ideal,D,SI1,571,4.36
0.4,Premium,I,SI1,765,4.83
1.04,Premium,E,SI2,4240,6.57
0.7,Premium,H,SI1,2176,5.8
0.23,Ideal,G,VS1,384,3.96
1.62,Premium,F,SI2,9106,7.52
0.53,Premium,I,VS1,1383,5.26
0.23,Very Good,E,VVS2,485,3.91
0.41,Ideal,F,VVS1,1295,4.75
0.57,Very Good,D,VVS1,3126,5.27
1.27,Good,F,I1,4324,7.06
0.59,Very Good,E,VS2,2145,5.42
0.4,Premium,F,VVS2,1088,4.71
1.02,Premium,F,VS1,7485,6.41
0.53,Ideal,I,SI2,844,5.22
0.37,Ideal,H,VVS1,815,4.63
2.03,Premium,E,SI2,18310,8.16
2.01,Premium,E,SI2,13387,8.02
0.7,Premium,E,SI1,2396,5.63
1.27,Premium,G,VS2,8705,6.97
1.01,Premium,F,VS1,7602,6.42
0.31,Ideal,F,IF,914,4.37
1.5,Ideal,H,VS2,10886,7.33
1.04,Premium,E,VVS1,11279,6.53
0.33,Good,I,VS1,521,4.38
0.38,Premium,I,VS1,700,4.66
0.32,Ideal,E,VS1,898,4.43
1.35,Ideal,G,VS1,10244,7.09
0.4,Ideal,G,VS1,1125,4.74
0.79,Good,F,SI1,2756,6.06
1.01,Ideal,F,VS1,7209,6.35
1.01,Premium,I,SI2,3971,6.59
1.08,Very Good,G,SI2,4362,6.65
0.52,Premium,D,VS2,1919,5.25
1.01,Ideal,E,SI2,4832,6.43
1.55,Very Good,H,SI2,8174,7.31
0.46,Fair,E,VS2,1070,4.84
0.91,Very Good,D,SI2,3911,6.12
0.31,Ideal,E,VS2,589,4.36
0.31,Ideal,G,SI2,436,4.38
1.5,Good,G,SI2,8144,7.47
0.4,Premium,G,VS2,1035,4.67
1.51,Premium,H,VS2,11268,7.31
0.72,Ideal,G,VS1,3478,5.74
0.3,Very Good,G,SI1,447,4.32
0.56,Premium,H,VS2,1432,5.28
1.25,Premium,E,SI1,7260,6.98
0.53,Ideal,E,SI1,1585,5.2
0.3,Ideal,E,SI1,499,4.32
0.5,Premium,D,SI1,1654,5.14
0.69,Fair,G,VS1,2235,5.58
0.3,Good,D,SI2,447,4.26
1.2,Fair,F,I1,2809,6.73
0.3,Ideal,D,VS1,835,4.31
0.3,Premium,H,VVS2,776,4.35
0.31,Premium,E,VS2,872,4.39
0.3,Ideal,F,IF,1013,4.34
0.31,Very Good,H,VS2,489,4.35
0.7,Premium,F,SI1,2319,5.69
0.23,Very Good,F,VVS2,465,3.92
1.2,Ideal,F,VS2,8590,6.82
1.07,Very Good,H,SI1,5752,6.53
0.72,Ideal,D,SI1,2903,5.78
1.54,Very Good,G,SI2,8808,7.35
1.51,Premium,G,VS2,13157,7.42
1.01,Premium,F,SI2,3733,6.38
1.09,Ideal,D,SI2,5164,6.56
1.12,Premium,H,SI2,4077,6.72
1.06,Good,I,VS1,4887,6.65
1.25,Premium,D,SI2,5947,6.86
0.38,Ideal,F,SI1,660,4.7
0.71,Ideal,E,VS2,2776,5.79
0.9,Fair,F,SI1,3437,6.08
0.43,Premium,I,SI2,726,4.94
0.33,Ideal,H,VS1,579,4.41
1.0,Premium,D,SI1,5880,6.47
0.23,Very Good,F,VVS1,530,3.93
0.4,Very Good,F,VVS2,982,4.76
0.6,Ideal,G,VVS2,2347,5.41
0.31,Ideal,I,VS1,628,4.38
1.01,Good,E,VS2,6666,6.31
0.7,Premium,I,VVS1,2513,5.77
0.54,Good,H,SI1,1154,5.15
0.61,Ideal,E,VS1,2324,5.41
0.5,Premium,F,VVS1,2081,5.15
0.7,Good,I,SI2,1675,5.59
0.3,Premium,D,VS2,911,4.36
0.33,Good,I,VS1,521,4.37
0.35,Ideal,E,VVS1,967,4.55
1.01,Very Good,D,SI2,3671,6.59
1.05,Ideal,D,VS2,8451,6.54
1.05,Premium,G,VS2,6181,6.59
0.3,Ideal,H,VVS1,650,4.33
0.72,Ideal,E,VS2,3601,5.78
1.68,Ideal,J,VS1,10681,7.64
1.01,Fair,E,SI1,4480,6.27
1.21,Premium,I,VS2,5502,6.79
1.52,Premium,G,SI1,8512,7.39
1.01,Very Good,D,SI1,5731,6.33
0.4,Ideal,J,VS2,598,4.72
0.72,Very Good,F,VS1,3264,5.68
0.33,Premium,E,VS1,1002,4.49
0.4,Good,E,SI2,798,4.7
1.2,Ideal,G,VS2,7930,6.86
1.05,Premium,E,SI1,5821,6.57
0.72,Very Good,J,VS1,1914,5.67
1.52,Very Good,H,SI1,9642,7.43
1.29,Very Good,G,VS2,8684,7.11
